session_id,date,time,day_name,day_number,time_bin,token_id,charger_id,revenue_usd,consumption_usd,user_type,total_consumption,idle_time_post_charge,state_of_charger_upon_arrival,state_of_charge_bin,is_new,Id
744,5/18/2023,9:00 AM,Thursday,4,9:00 am,73370,7577,7.81,272.94,Commercial,19.52,176,0.22,0.2,FALSE,889
360,5/18/2023,9:00 AM,Thursday,4,9:00 am,37108,2364,7.47,122.48,Residential,18.68,153,0.22,0.2,FALSE,1672
933,5/19/2023,9:00 AM,Friday,5,9:00 am,84846,4925,3.7,93.43,Truck,9.26,160,0.22,0.2,FALSE,503
351,5/19/2023,9:00 AM,Friday,5,9:00 am,11910,7397,3.66,49.47,Residential,9.14,56,0.22,0.2,FALSE,841
1118,5/19/2023,9:00 AM,Friday,5,9:00 am,61014,7851,3.36,61.53,Truck,8.4,269,0.22,0.2,FALSE,1505
3389,5/19/2023,9:00 AM,Friday,5,9:00 am,73370,7397,2.05,90.74,Residential,5.12,101,0.22,0.2,FALSE,1921
8194,5/19/2023,9:00 AM,Friday,5,9:00 am,73370,7131,3.95,19.1,Commercial,9.87,32,0.22,0.2,FALSE,2174
8052,5/20/2023,9:00 AM,Saturday,6,9:00 am,84846,9434,6.77,62.34,Commercial,16.93,97,0.22,0.2,FALSE,2127
8787,5/20/2023,9:00 AM,Saturday,6,9:00 am,17306,7397,4.1,13.23,Residential,10.25,21,0.22,0.2,TRUE,2137
7624,5/20/2023,9:00 AM,Saturday,6,9:00 am,84846,2365,5.31,69.3,Commercial,13.28,89,0.22,0.2,FALSE,2160
1157,5/21/2023,9:00 AM,Sunday,7,9:00 am,91712,7397,2.97,99.6,Truck,7.42,81,0.22,0.2,FALSE,698
1544,5/21/2023,9:00 AM,Sunday,7,9:00 am,45810,6638,4.46,112.69,Commercial,11.15,285,0.22,0.2,TRUE,1557
593,5/21/2023,9:00 AM,Sunday,7,9:00 am,77497,7577,5.07,294.2,Commercial,12.68,254,0.22,0.2,FALSE,520
1480,5/22/2023,9:00 AM,Monday,1,9:00 am,73370,7131,6.74,51.09,Residential,16.86,271,0.22,0.2,FALSE,631
167,5/23/2023,9:00 AM,Tuesday,2,9:00 am,37108,7851,4.76,271.96,Truck,11.9,221,0.22,0.2,TRUE,688
789,5/23/2023,9:00 AM,Tuesday,2,9:00 am,45810,7577,6.02,2.38,Commercial,15.06,300,0.22,0.2,FALSE,1194
9447,5/23/2023,9:00 AM,Tuesday,2,9:00 am,29924,7397,2.12,17.72,Taxi,5.29,63,0.22,0.2,FALSE,1825
9707,5/23/2023,9:00 AM,Tuesday,2,9:00 am,64799,5690,7.02,29.47,Commercial,17.56,79,0.22,0.2,FALSE,1886
8045,5/23/2023,9:00 AM,Tuesday,2,9:00 am,61014,7577,6.24,85.52,Truck,15.59,104,0.22,0.2,TRUE,2175
6632,5/23/2023,9:00 AM,Tuesday,2,9:00 am,45810,3038,4.01,38.16,Residential,10.02,4,0.22,0.2,FALSE,2264
6792,5/23/2023,9:00 AM,Tuesday,2,9:00 am,73370,9434,5.91,74.02,Residential,14.78,57,0.22,0.2,FALSE,2360
833,5/24/2023,9:00 AM,Wednesday,3,9:00 am,67418,5690,2.3,47.37,Commercial,5.74,56,0.22,0.2,FALSE,429
684,5/24/2023,9:00 AM,Wednesday,3,9:00 am,77497,4925,2.64,122.98,Residential,6.6,9,0.22,0.2,FALSE,1160
43,5/24/2023,9:00 AM,Wednesday,3,9:00 am,64799,4925,2.83,254.14,Residential,7.08,62,0.22,0.2,FALSE,268
3706,5/24/2023,9:00 AM,Wednesday,3,9:00 am,84846,7397,5.89,57.74,Taxi,14.72,70,0.22,0.2,FALSE,1525
5983,5/24/2023,9:00 AM,Wednesday,3,9:00 am,64799,9434,6.93,50.05,Residential,17.32,107,0.22,0.2,FALSE,1665
475,5/25/2023,9:00 AM,Thursday,4,9:00 am,24007,4925,3.34,202.43,Residential,8.36,296,0.22,0.2,FALSE,811
493,5/25/2023,9:00 AM,Thursday,4,9:00 am,29924,4925,5.59,62.2,Residential,13.98,116,0.22,0.2,FALSE,694
2304,5/25/2023,7:08 PM,Thursday,4,7:00 pm,29924,9434,7.67,62.89,Commercial,19.17,29,0.22,0.2,FALSE,1724
1080,5/26/2023,9:56 PM,Friday,5,9:00 pm,55611,3038,3.28,153.45,Residential,8.2,324,0.22,0.2,FALSE,52
876,5/26/2023,3:04 PM,Friday,5,3:00 pm,23092,7577,6.43,167.08,Residential,16.09,71,0.22,0.2,FALSE,1271
1761,5/26/2023,4:32 PM,Friday,5,4:00 pm,61014,7577,4.9,72.42,Residential,12.24,95,0.22,0.2,FALSE,1517
2639,5/26/2023,3:02 AM,Friday,5,3:00 am,73370,1748,2.89,83.9,Residential,7.22,119,0.22,0.2,FALSE,1664
1493,5/26/2023,7:53 AM,Friday,5,7:00 am,29924,3038,7.83,16.84,Commercial,19.57,66,0.22,0.2,TRUE,2035
7248,5/26/2023,7:58 AM,Friday,5,7:00 am,79868,7577,4.02,75.57,Residential,10.05,51,0.22,0.2,FALSE,2066
4729,5/26/2023,11:43 PM,Friday,5,11:00 pm,37108,7397,5.87,69.81,Commercial,14.67,6,0.22,0.2,FALSE,2251
571,5/27/2023,6:56 PM,Saturday,6,6:00 pm,55611,7131,3.79,137.32,Commercial,9.49,197,0.22,0.2,FALSE,95
1653,5/27/2023,7:23 AM,Saturday,6,7:00 am,17306,9649,3.89,57.89,Residential,9.72,82,0.22,0.2,FALSE,1543
926,5/27/2023,4:18 PM,Saturday,6,4:00 pm,29924,9434,6.71,147.71,Commercial,16.78,79,0.22,0.2,FALSE,171
1636,5/27/2023,4:18 PM,Saturday,6,4:00 pm,24007,7397,5.39,60.53,Residential,13.47,278,0.22,0.2,FALSE,623
800,5/27/2023,4:18 PM,Saturday,6,4:00 pm,64860,7131,2.54,19.67,Commercial,6.36,138,0.22,0.2,FALSE,773
5553,5/27/2023,4:18 PM,Saturday,6,4:00 pm,45810,1748,3.83,66.32,Residential,9.57,96,0.22,0.2,TRUE,1737
4375,5/28/2023,4:18 PM,Sunday,7,4:00 pm,84846,7397,5.08,82.2,Commercial,12.71,30,0.22,0.2,FALSE,1574
1597,5/28/2023,4:18 PM,Sunday,7,4:00 pm,29924,6638,6.8,58.63,Commercial,17,116,0.22,0.2,FALSE,2149
656,5/29/2023,4:18 PM,Monday,1,4:00 pm,55611,7851,2.85,73.45,Residential,7.13,356,0.22,0.2,FALSE,50
468,5/29/2023,4:18 PM,Monday,1,4:00 pm,79868,2364,6.61,198.06,Residential,16.52,143,0.22,0.2,FALSE,1028
1518,5/29/2023,4:18 PM,Monday,1,4:00 pm,73370,9434,6.77,240.21,Commercial,16.92,139,0.22,0.2,FALSE,1513
824,5/29/2023,4:18 PM,Monday,1,4:00 pm,71744,9649,2.96,114.34,Residential,7.4,328,0.22,0.2,FALSE,1118
4637,5/29/2023,5:03 PM,Monday,1,5:00 pm,17306,7577,5.85,20.69,Residential,14.64,77,0.22,0.2,FALSE,1791
2371,5/29/2023,5:01 AM,Monday,1,5:00 am,64799,5690,2.23,37.6,Residential,5.57,111,0.22,0.2,FALSE,2507
1434,5/30/2023,4:57 PM,Tuesday,2,4:00 pm,29924,7131,6.4,190.59,Commercial,16.01,23,0.22,0.2,FALSE,1463
504,5/30/2023,10:46 PM,Tuesday,2,10:00 pm,71744,7577,7.6,72.08,Residential,19,273,0.22,0.2,FALSE,1218
311,5/31/2023,9:58 PM,Wednesday,3,9:00 pm,71744,5690,7.13,98.24,Residential,17.83,110,0.22,0.2,FALSE,37
572,5/31/2023,11:25 PM,Wednesday,3,11:00 pm,91712,6638,7.68,244.3,Residential,19.19,76,0.22,0.2,FALSE,707
1315,5/31/2023,10:51 PM,Wednesday,3,10:00 pm,27923,6638,5.75,18.58,Truck,14.37,91,0.22,0.2,FALSE,1060
3547,5/31/2023,9:13 AM,Wednesday,3,9:00 am,61014,1748,6.8,49.59,Residential,17.01,38,0.22,0.2,FALSE,1740
9331,5/31/2023,8:58 PM,Wednesday,3,8:00 pm,29924,6638,4.48,31.16,Commercial,11.19,115,0.22,0.2,FALSE,2516
1190,06/01/2023,8:39 PM,Thursday,4,8:00 pm,64799,9649,4.3,204.09,Commercial,10.74,85,0.22,0.2,FALSE,1287
532,06/01/2023,11:45 PM,Thursday,4,11:00 pm,23092,7131,2.45,211.84,Residential,6.13,157,0.22,0.2,TRUE,1470
1178,06/01/2023,1:13 PM,Thursday,4,1:00 pm,75193,9434,6.7,106.03,Residential,16.75,146,0.22,0.2,FALSE,396
5046,06/01/2023,9:06 PM,Thursday,4,9:00 pm,61014,1748,6.35,38.04,Residential,15.88,47,0.22,0.2,FALSE,2110
1309,06/01/2023,5:43 PM,Thursday,4,5:00 pm,29924,9434,6.04,15.41,Residential,15.1,106,0.22,0.2,TRUE,2636
5612,06/02/2023,11:45 PM,Friday,5,11:00 pm,84846,9434,6.32,67.59,Commercial,15.79,77,0.22,0.2,FALSE,1662
1944,06/02/2023,3:20 AM,Friday,5,3:00 am,64799,5690,7.36,49.76,Residential,18.4,99,0.22,0.2,TRUE,2405
1217,06/03/2023,11:11 AM,Saturday,6,11:00 am,91712,9649,2.99,91.51,Commercial,7.49,141,0.22,0.2,FALSE,1727
1663,06/04/2023,3:03 AM,Sunday,7,3:00 am,29924,4925,6.16,45.46,Residential,15.41,105,0.22,0.2,TRUE,407
51,06/04/2023,12:10 AM,Sunday,7,12:00 am,54686,7851,6.11,47.86,Commercial,15.27,228,0.22,0.2,FALSE,1282
8270,06/04/2023,2:07 AM,Sunday,7,2:00 am,64799,9434,3.26,95.81,Commercial,8.16,104,0.22,0.2,FALSE,1726
6332,06/04/2023,7:15 PM,Sunday,7,7:00 pm,37108,2365,4.01,90.84,Commercial,10.02,120,0.22,0.2,FALSE,1783
1881,06/04/2023,6:38 PM,Sunday,7,6:00 pm,61014,1748,3.34,16.94,Commercial,8.34,94,0.11,0.1,FALSE,1786
8174,06/04/2023,9:41 PM,Sunday,7,9:00 pm,45810,7397,3.28,27.65,Truck,8.21,69,0.11,0.1,FALSE,2700
1043,06/05/2023,3:01 AM,Monday,1,3:00 am,24007,3038,3.03,214.87,Commercial,7.58,194,0.11,0.1,FALSE,1395
277,06/06/2023,12:49 PM,Tuesday,2,12:00 pm,79868,5690,6.52,166.49,Commercial,16.3,351,0.11,0.1,FALSE,1791
818,06/06/2023,1:09 AM,Tuesday,2,1:00 am,91712,7397,4.28,273.99,Residential,10.69,106,0.11,0.1,FALSE,310
6102,06/06/2023,7:47 PM,Tuesday,2,7:00 pm,24007,7577,3.45,53.61,Residential,8.62,103,0.11,0.1,TRUE,2311
3410,06/06/2023,8:32 AM,Tuesday,2,8:00 am,84846,3038,2.94,30.39,Commercial,7.36,97,0.11,0.1,FALSE,2487
792,06/07/2023,4:04 AM,Wednesday,3,4:00 am,65351,7577,5.26,244.47,Residential,13.15,273,0.11,0.1,FALSE,685
2156,06/07/2023,1:58 PM,Wednesday,3,1:00 pm,45810,7131,5.43,19.19,Residential,13.59,27,0.11,0.1,FALSE,2647
1537,06/08/2023,5:03 AM,Thursday,4,5:00 am,84846,6638,2.02,146.43,Residential,5.06,354,0.11,0.1,TRUE,125
851,06/08/2023,3:22 AM,Thursday,4,3:00 am,17306,3038,2.19,278.91,Residential,5.48,190,0.11,0.1,FALSE,1444
1474,06/08/2023,2:50 AM,Thursday,4,2:00 am,36447,9434,2.05,235.19,Residential,5.13,327,0.11,0.1,FALSE,810
1163,06/08/2023,3:52 PM,Thursday,4,3:00 pm,61014,5690,3.64,50.55,Residential,9.11,75,0.11,0.1,FALSE,1512
1352,06/09/2023,8:46 AM,Friday,5,8:00 am,79868,9434,6.16,14.46,Residential,15.41,49,0.11,0.1,FALSE,757
355,06/09/2023,2:13 AM,Friday,5,2:00 am,30274,4925,6.98,27.67,Commercial,17.45,110,0.11,0.1,FALSE,219
3286,06/09/2023,11:50 PM,Friday,5,11:00 pm,45810,3038,5.92,79.06,Residential,14.79,93,0.11,0.1,FALSE,1705
5989,06/09/2023,9:00 AM,Friday,5,9:00 am,24007,3038,5.06,37.82,Commercial,12.65,40,0.11,0.1,FALSE,2213
8897,06/10/2023,9:00 AM,Saturday,6,9:00 am,24007,6638,4.86,29.36,Residential,12.15,2,0.11,0.1,FALSE,1632
1721,06/10/2023,9:00 AM,Saturday,6,9:00 am,45810,2365,2.65,95.73,Truck,6.62,92,0.11,0.1,FALSE,1875
3071,06/10/2023,9:00 AM,Saturday,6,9:00 am,79868,7577,5.29,20.59,Truck,13.23,118,0.11,0.1,TRUE,2400
1171,06/11/2023,9:00 AM,Sunday,7,9:00 am,60012,7577,2.87,259.06,Truck,7.17,23,0.11,0.1,TRUE,1190
1454,06/11/2023,9:00 AM,Sunday,7,9:00 am,60012,6638,2.46,241.35,Residential,6.14,39,0.11,0.1,FALSE,172
4175,06/11/2023,9:00 AM,Sunday,7,9:00 am,29924,7131,3.14,23.07,Truck,7.84,77,0.11,0.1,TRUE,2231
307,06/12/2023,9:00 AM,Monday,1,9:00 am,45810,7851,7.25,9.78,Commercial,18.12,187,0.11,0.1,TRUE,1110
659,06/12/2023,9:00 AM,Monday,1,9:00 am,65351,7131,7.09,291.22,Commercial,17.73,198,0.11,0.1,FALSE,1265
6678,06/12/2023,9:00 AM,Monday,1,9:00 am,45810,5690,5.53,46.97,Residential,13.82,111,0.11,0.1,FALSE,1552
2298,6/13/2023,9:00 AM,Tuesday,2,9:00 am,29924,5690,3.33,27.47,Residential,8.31,33,0.11,0.1,FALSE,2154
689,6/14/2023,9:00 AM,Wednesday,3,9:00 am,21854,4925,2.72,46.04,Commercial,6.79,225,0.11,0.1,FALSE,189
2707,6/14/2023,9:00 AM,Wednesday,3,9:00 am,79868,6638,5.59,31.84,Residential,13.97,9,0.11,0.1,FALSE,1768
484,6/15/2023,9:00 AM,Thursday,4,9:00 am,91712,9434,7.35,172.63,Commercial,18.37,348,0.11,0.1,FALSE,1145
1316,6/15/2023,9:00 AM,Thursday,4,9:00 am,11910,7131,4.68,183.45,Residential,11.7,139,0.11,0.1,FALSE,493
2597,6/15/2023,9:00 AM,Thursday,4,9:00 am,61014,9434,6.26,24.35,Commercial,15.65,50,0.11,0.1,TRUE,2011
7345,6/16/2023,9:00 AM,Friday,5,9:00 am,61014,3038,6.65,90.17,Residential,16.63,61,0.11,0.1,FALSE,1640
9527,6/16/2023,9:00 AM,Friday,5,9:00 am,45810,7577,4.82,13.95,Commercial,12.05,24,0.11,0.1,FALSE,1660
2967,6/16/2023,9:00 AM,Friday,5,9:00 am,61014,7397,3.09,68.99,Truck,7.71,45,0.11,0.1,FALSE,1872
2197,6/16/2023,9:00 AM,Friday,5,9:00 am,37108,1748,5.17,25.24,Truck,12.92,90,0.11,0.1,FALSE,2194
854,6/17/2023,9:00 AM,Saturday,6,9:00 am,79868,7397,5.24,71.42,Commercial,13.11,28,0.11,0.1,FALSE,1433
6808,6/17/2023,9:00 AM,Saturday,6,9:00 am,73370,7397,3.14,82.95,Commercial,7.85,60,0.11,0.1,FALSE,1862
3157,6/17/2023,9:00 AM,Saturday,6,9:00 am,79868,1748,2.23,55.38,Residential,5.57,43,0.11,0.1,FALSE,2068
4084,6/18/2023,9:00 AM,Sunday,7,9:00 am,45810,7577,4.62,25.38,Commercial,11.56,83,0.11,0.1,FALSE,1804
704,6/19/2023,9:00 AM,Monday,1,9:00 am,55611,9649,6.17,267.05,Commercial,15.42,155,0.11,0.1,FALSE,994
2815,6/19/2023,9:00 AM,Monday,1,9:00 am,45810,6638,4.6,41.79,Commercial,11.49,25,0.11,0.1,FALSE,1827
2087,6/19/2023,9:00 AM,Monday,1,9:00 am,73370,6638,7.51,53.52,Residential,18.77,79,0.11,0.1,FALSE,2511
1077,6/20/2023,9:00 AM,Tuesday,2,9:00 am,84846,7131,2.57,29.49,Residential,6.43,319,0.11,0.1,FALSE,940
2403,6/20/2023,9:00 AM,Tuesday,2,9:00 am,79868,5690,3.64,91.52,Commercial,9.11,7,0.11,0.1,FALSE,2658
992,6/21/2023,9:00 AM,Wednesday,3,9:00 am,29924,5690,2.96,241.33,Residential,7.41,224,0.11,0.1,FALSE,856
3170,6/21/2023,8:38 AM,Wednesday,3,8:00 am,24007,7577,3.77,26.76,Residential,9.42,80,0.11,0.1,FALSE,2665
1132,6/22/2023,6:08 PM,Thursday,4,6:00 pm,90960,5690,6.03,81.62,Commercial,15.08,50,0.11,0.1,FALSE,1127
5189,6/22/2023,12:22 PM,Thursday,4,12:00 pm,84846,9434,7.01,31.24,Commercial,17.53,80,0.11,0.1,FALSE,1624
1766,6/22/2023,11:16 AM,Thursday,4,11:00 am,84846,7577,6.82,64.13,Commercial,17.04,62,0.11,0.1,FALSE,2292
6623,6/22/2023,2:31 AM,Thursday,4,2:00 am,17306,7131,6.62,86.9,Residential,16.56,55,0.11,0.1,FALSE,2460
23,6/23/2023,2:06 PM,Friday,5,2:00 pm,75193,9434,3.94,187.6,Residential,9.84,199,0.11,0.1,FALSE,1029
4162,6/23/2023,8:53 AM,Friday,5,8:00 am,79868,1748,2.33,87.97,Residential,5.82,20,0.11,0.1,FALSE,1716
209,6/24/2023,5:47 PM,Saturday,6,5:00 pm,60012,7397,4.8,108.91,Commercial,12,227,0.11,0.1,TRUE,1255
952,6/24/2023,5:50 PM,Saturday,6,5:00 pm,27923,4925,7.99,179.15,Commercial,19.98,231,0.11,0.1,FALSE,984
2850,6/24/2023,10:42 PM,Saturday,6,10:00 pm,73370,7577,6.49,37.02,Residential,16.23,103,0.11,0.1,FALSE,1997
6827,6/24/2023,2:12 AM,Saturday,6,2:00 am,64799,3038,4.48,13.16,Residential,11.21,17,0.11,0.1,TRUE,2729
1060,6/25/2023,7:06 AM,Sunday,7,7:00 am,37108,6638,7.22,91.06,Commercial,18.04,22,0.11,0.1,FALSE,1534
1405,6/25/2023,8:24 AM,Sunday,7,8:00 am,23092,2364,7.22,245.94,Residential,18.05,244,0.11,0.1,FALSE,1043
1450,6/25/2023,8:52 AM,Sunday,7,8:00 am,55611,9649,3.54,4.22,Residential,8.86,24,0.11,0.1,FALSE,1262
108,6/27/2023,3:44 AM,Tuesday,2,3:00 am,37108,5690,6.62,56.17,Residential,16.56,55,0.11,0.1,FALSE,836
1513,6/27/2023,9:30 PM,Tuesday,2,9:00 pm,77497,5690,4.68,297.88,Commercial,11.7,300,0.11,0.1,FALSE,177
2898,6/27/2023,7:11 AM,Tuesday,2,7:00 am,84846,7397,4.09,92.62,Commercial,10.22,12,0.11,0.1,FALSE,1718
1640,6/28/2023,8:22 PM,Wednesday,3,8:00 pm,37108,6638,7.53,109.25,Residential,18.83,70,0.11,0.1,FALSE,357
878,6/28/2023,2:36 AM,Wednesday,3,2:00 am,54686,9434,2.98,110.82,Residential,7.46,75,0.11,0.1,FALSE,111
5180,6/28/2023,6:50 PM,Wednesday,3,6:00 pm,37108,2365,6.85,79.48,Truck,17.13,45,0.11,0.1,FALSE,1529
4122,6/29/2023,2:44 AM,Thursday,4,2:00 am,61014,7131,7.87,99.74,Residential,19.66,53,0.11,0.1,FALSE,1668
2670,6/29/2023,4:25 AM,Thursday,4,4:00 am,45810,1748,7.62,57.21,Truck,19.06,86,0.11,0.1,FALSE,1681
436,6/30/2023,11:02 AM,Friday,5,11:00 am,22145,9649,2.08,73.92,Taxi,5.19,102,0.11,0.1,FALSE,1338
4734,6/30/2023,3:36 PM,Friday,5,3:00 pm,29924,3038,4.4,71.3,Residential,11.01,69,0.11,0.1,FALSE,1954
1668,07/01/2023,5:34 PM,Saturday,6,5:00 pm,60012,9649,7.12,178.78,Commercial,17.8,224,0.11,0.1,FALSE,1469
327,07/01/2023,8:50 PM,Saturday,6,8:00 pm,77497,7131,7.47,250.57,Residential,18.67,18,0.11,0.1,FALSE,894
1060,07/01/2023,7:06 AM,Saturday,6,7:00 am,37108,5690,7.89,98.29,Residential,19.72,37,0.11,0.1,FALSE,1752
3291,07/01/2023,5:58 PM,Saturday,6,5:00 pm,79868,7577,5.69,20.42,Commercial,14.23,78,0.11,0.1,FALSE,1960
5433,07/01/2023,2:52 PM,Saturday,6,2:00 pm,61014,7577,4.86,73.38,Residential,12.14,115,0.11,0.1,TRUE,2322
5513,07/01/2023,4:34 AM,Saturday,6,4:00 am,45810,7577,4.23,29.42,Truck,10.58,108,0.11,0.1,FALSE,2571
897,07/02/2023,6:45 PM,Sunday,7,6:00 pm,55611,2364,4.04,119.28,Commercial,10.1,204,0.11,0.1,FALSE,107
8845,07/02/2023,4:18 PM,Sunday,7,4:00 pm,79868,7131,5.11,68.03,Commercial,12.78,104,0.11,0.1,FALSE,2074
56,07/03/2023,4:18 PM,Monday,1,4:00 pm,11910,3038,4.56,70,Commercial,11.4,178,0.11,0.1,FALSE,1796
4853,07/03/2023,4:18 PM,Monday,1,4:00 pm,37108,2365,6.73,70.91,Residential,16.81,11,0.11,0.1,FALSE,1861
6391,07/03/2023,4:18 PM,Monday,1,4:00 pm,37108,3038,4.87,28.95,Commercial,12.17,51,0.11,0.1,FALSE,2249
6546,07/04/2023,4:18 PM,Tuesday,2,4:00 pm,64799,7577,4,63.74,Residential,9.99,9,0.11,0.1,FALSE,1606
1159,07/05/2023,4:18 PM,Wednesday,3,4:00 pm,64860,7397,3.93,183.62,Residential,9.82,73,0.11,0.1,FALSE,328
1239,07/05/2023,4:18 PM,Wednesday,3,4:00 pm,67418,5690,4.32,174.45,Commercial,10.79,45,0.11,0.1,FALSE,803
2836,07/05/2023,4:18 PM,Wednesday,3,4:00 pm,64799,9434,6.46,36.95,Commercial,16.16,103,0.11,0.1,FALSE,2070
4346,07/05/2023,4:18 PM,Wednesday,3,4:00 pm,84846,6638,4.01,63.17,Residential,10.01,39,0.11,0.1,FALSE,2089
5359,07/06/2023,4:18 PM,Thursday,4,4:00 pm,24007,7577,7.31,76.48,Residential,18.27,61,0.11,0.1,FALSE,2319
3531,07/08/2023,4:18 PM,Saturday,6,4:00 pm,84846,2365,4.28,70.16,Residential,10.71,50,0.11,0.1,FALSE,1758
4845,07/08/2023,4:18 PM,Saturday,6,4:00 pm,79868,6638,2.12,16.55,Truck,5.3,2,0.11,0.1,FALSE,1778
5715,07/08/2023,4:18 PM,Saturday,6,4:00 pm,73370,7577,3.18,66.17,Commercial,7.96,118,0.11,0.1,FALSE,2138
8181,07/08/2023,4:18 PM,Saturday,6,4:00 pm,17306,9434,3.21,56.21,Truck,8.02,82,0.11,0.1,FALSE,2328
7052,07/08/2023,4:18 PM,Saturday,6,4:00 pm,64799,3038,3.56,90.7,Commercial,8.9,23,0.11,0.1,TRUE,2341
4640,07/08/2023,2:45 AM,Saturday,6,2:00 am,84846,9434,5.52,57.95,Truck,13.8,31,0.11,0.1,FALSE,2580
428,07/09/2023,8:52 AM,Sunday,7,8:00 am,55611,7131,2.83,184.31,Commercial,7.08,21,0.11,0.1,FALSE,1526
5926,07/09/2023,6:49 PM,Sunday,7,6:00 pm,84846,3038,6.71,23.71,Commercial,16.77,23,0.11,0.1,TRUE,1588
5605,07/09/2023,7:54 PM,Sunday,7,7:00 pm,37108,2365,6.79,40,Residential,16.96,92,0.11,0.1,FALSE,2355
1710,07/10/2023,7:04 AM,Monday,1,7:00 am,45810,7851,2.91,88.7,Commercial,7.28,133,0.11,0.1,TRUE,796
308,07/11/2023,11:04 AM,Tuesday,2,11:00 am,71744,9649,2.3,68.82,Commercial,5.76,89,0.11,0.1,FALSE,1258
1243,07/11/2023,4:34 AM,Tuesday,2,4:00 am,45810,2364,4.77,48.24,Commercial,11.92,101,0.11,0.1,FALSE,1206
953,07/11/2023,11:06 PM,Tuesday,2,11:00 pm,36447,9434,4.16,76.06,Residential,10.4,205,0.11,0.1,TRUE,382
747,07/11/2023,11:40 AM,Tuesday,2,11:00 am,23092,5690,3.95,122.85,Truck,9.87,264,0.11,0.1,FALSE,883
3493,07/11/2023,8:32 PM,Tuesday,2,8:00 pm,45810,7397,4.85,40.59,Residential,12.11,90,0.11,0.1,TRUE,2034
5558,07/11/2023,9:19 PM,Tuesday,2,9:00 pm,45810,7397,3.49,79.36,Residential,8.73,118,0.11,0.1,FALSE,2308
4517,07/12/2023,5:46 PM,Wednesday,3,5:00 pm,79868,7577,5.04,95.19,Commercial,12.61,15,0.11,0.1,FALSE,2413
1179,7/13/2023,11:53 AM,Thursday,4,11:00 am,91712,5690,7.08,128.77,Truck,17.7,299,0.11,0.1,FALSE,657
1727,7/13/2023,8:28 AM,Thursday,4,8:00 am,22145,7131,2.94,206.86,Residential,7.35,124,0.11,0.1,FALSE,62
5182,7/13/2023,10:56 PM,Thursday,4,10:00 pm,73370,2365,5.62,12.91,Residential,14.06,23,0.11,0.1,FALSE,1733
3109,7/13/2023,9:15 PM,Thursday,4,9:00 pm,29924,7577,4.98,81.76,Commercial,12.45,115,0.11,0.1,TRUE,1798
229,7/14/2023,5:03 AM,Friday,5,5:00 am,79868,7577,4.45,113.58,Residential,11.12,115,0.11,0.1,FALSE,1389
4068,7/14/2023,7:00 AM,Friday,5,7:00 am,45810,7397,7.91,88.69,Residential,19.77,59,0.11,0.1,FALSE,1666
5948,7/14/2023,2:17 PM,Friday,5,2:00 pm,61014,1748,7.67,14.6,Residential,19.17,107,0.11,0.1,FALSE,2080
564,7/16/2023,10:29 AM,Sunday,7,10:00 am,65351,7397,3.3,128.32,Residential,8.24,23,0.11,0.1,FALSE,1081
9988,7/16/2023,12:12 AM,Sunday,7,12:00 am,73370,2365,4.92,15.67,Residential,12.31,50,0.11,0.1,FALSE,1600
361,7/17/2023,7:51 PM,Monday,1,7:00 pm,77497,3038,3.8,82.87,Commercial,9.49,176,0.11,0.1,FALSE,699
1131,7/17/2023,5:53 AM,Monday,1,5:00 am,55611,7851,4.52,239.79,Residential,11.31,34,0.11,0.1,FALSE,142
2173,7/17/2023,3:03 AM,Monday,1,3:00 am,37108,5690,3.47,14.29,Residential,8.67,86,0.11,0.1,FALSE,1948
3201,7/17/2023,3:15 PM,Monday,1,3:00 pm,64799,7397,4.88,46.69,Residential,12.2,76,0.11,0.1,FALSE,2195
616,7/18/2023,11:19 AM,Tuesday,2,11:00 am,77497,7577,5.68,100.77,Commercial,14.2,112,0.11,0.1,FALSE,892
4699,7/18/2023,1:07 PM,Tuesday,2,1:00 pm,84846,5690,7.44,28.4,Commercial,18.61,107,0.11,0.1,FALSE,1559
319,7/19/2023,3:33 PM,Wednesday,3,3:00 pm,17306,2364,3.38,32.57,Residential,8.44,29,0.11,0.1,TRUE,1176
1709,7/19/2023,12:19 AM,Wednesday,3,12:00 am,29924,5690,4.72,88.92,Residential,11.81,54,0.11,0.1,FALSE,91
964,7/19/2023,8:04 PM,Wednesday,3,8:00 pm,75193,6638,2.28,173.53,Commercial,5.7,328,0.11,0.1,FALSE,1390
5810,7/19/2023,10:54 PM,Wednesday,3,10:00 pm,24007,7131,2.92,99.13,Residential,7.3,69,0.11,0.1,FALSE,2386
9910,7/19/2023,6:02 AM,Wednesday,3,6:00 am,45810,5690,4.5,51.48,Commercial,11.26,36,0.11,0.1,FALSE,2416
8417,7/19/2023,11:36 AM,Wednesday,3,11:00 am,79868,1748,5.28,79.83,Residential,13.21,115,0.11,0.1,TRUE,2620
190,7/20/2023,9:34 AM,Thursday,4,9:00 am,37108,9649,2.49,105.01,Commercial,6.22,101,0.11,0.1,TRUE,1123
6038,7/20/2023,2:21 AM,Thursday,4,2:00 am,84846,7397,7.62,47.06,Residential,19.04,32,0.11,0.1,FALSE,2654
662,7/21/2023,10:47 PM,Friday,5,10:00 pm,22145,7131,5.78,67.82,Commercial,14.44,155,0.11,0.1,FALSE,584
