charger_id,utilization_minutes,utilization_percent,session_duration,time_between_previous_session_minutes,NumberOfSessions,UptimeSeconds,date,id,is_queued,day_name,day_number,time,time_bin,utilization_bin,revenue_usd
4925,117,0.08125,132,24.33333333,74,34512,09/26/24,243,FALSE,Thursday,4,2:00:28 am,2:00 am,140,86.43585699
2365,133,0.092361111,2997,24.05,85,33327,09/18/24,244,TRUE,Wednesday,3,11:28:35 am,11:00 am,60,24.67737421
1748,135,0.09375,3227,23.76666667,94,35989,08/14/24,245,FALSE,Wednesday,3,8:53:54 pm,8:00 pm,40,43.36022103
7131,138,0.095833333,3096,23.48333333,44,27848,09/07/2024,246,FALSE,Saturday,6,6:41:21 am,6:00 am,100,31.93849492
7577,183,0.127083333,3225,23.2,17,36544,08/05/2024,247,FALSE,Monday,1,6:42:03 am,6:00 am,20,75.2117666
2365,140,0.097222222,2602,22.05,19,30220,08/17/24,251,FALSE,Saturday,6,1:52:29 pm,1:00 pm,100,93.9636802
6638,183,0.127083333,2148,21.76666667,40,26934,08/31/24,252,FALSE,Saturday,6,10:39:41 pm,10:00 pm,140,63.40607701
4925,160,0.111111111,2880,18.36666667,1,35863,08/11/2024,264,FALSE,Sunday,7,3:22:41 pm,3:00 pm,60,87.59524036
4925,148,0.102777778,2080,18.08333333,87,24426,08/06/2024,265,TRUE,Tuesday,2,7:17:57 pm,7:00 pm,80,54.97340543
1748,101,0.070138889,2789,17.51666667,81,37923,09/18/24,267,FALSE,Wednesday,3,8:37:41 pm,8:00 pm,160,45.38298519
7131,199,0.138194444,2424,17.23333333,44,37672,08/04/2024,268,FALSE,Sunday,7,5:55:04 pm,5:00 pm,160,35.37462888
9434,188,0.130555556,862,16.66666667,77,24961,09/30/24,270,FALSE,Monday,1,3:09:38 am,3:00 am,40,92.95143458
2365,159,0.110416667,1648,16.38333333,77,26811,08/31/24,271,FALSE,Saturday,6,7:14:15 pm,7:00 pm,60,14.35232543
9434,175,0.121527778,1331,16.1,85,36978,08/03/2024,272,FALSE,Saturday,6,9:50:32 am,9:00 am,120,90.10140335
6638,152,0.105555556,1815,15.53333333,40,31627,08/22/24,274,FALSE,Thursday,4,1:11:59 am,1:00 am,100,85.84738876
4925,199,0.138194444,865,15.25,20,35558,08/14/24,275,TRUE,Wednesday,3,8:46:46 am,8:00 am,60,34.21782661
4925,116,0.080555556,2230,14.96666667,85,27202,08/03/2024,276,FALSE,Saturday,6,9:41:58 pm,9:00 pm,60,58.579732
1748,185,0.128472222,1206,14.4,16,24680,09/14/24,278,FALSE,Saturday,6,10:46:34 am,10:00 am,40,76.85640792
7131,132,0.091666667,2080,14.11666667,98,36769,09/04/2024,279,FALSE,Wednesday,3,8:59:20 pm,8:00 pm,140,6.795712068
7577,200,0.138888889,2236,13.83333333,5,38159,09/11/2024,280,FALSE,Wednesday,3,12:33:08 pm,12:00 pm,100,58.40350161
2365,112,0.077777778,3469,13.26666667,46,27840,09/22/24,282,FALSE,Sunday,7,2:40:08 am,2:00 am,40,59.16082408
9434,194,0.134722222,2957,12.98333333,18,30807,08/03/2024,283,FALSE,Saturday,6,6:01:04 pm,6:00 pm,100,29.0850108
6638,181,0.125694444,1585,12.41666667,11,34245,08/26/24,285,TRUE,Monday,1,6:57:09 pm,6:00 pm,60,41.89223035
4925,115,0.079861111,356,12.13333333,91,24439,09/02/2024,286,FALSE,Monday,1,10:43:41 pm,10:00 pm,100,78.28851558
4925,129,0.089583333,1242,11.85,34,33971,10/01/2024,287,FALSE,Tuesday,2,8:55:13 pm,8:00 pm,60,2.615875379
1748,105,0.072916667,1936,11.28333333,28,33361,09/17/24,289,FALSE,Tuesday,2,12:32:24 pm,12:00 pm,120,61.41144593
7131,174,0.120833333,325,11,6,25377,09/25/24,290,FALSE,Wednesday,3,11:21:13 pm,11:00 pm,100,85.81602499
7577,163,0.113194444,856,10.71666667,81,36986,09/03/2024,291,FALSE,Tuesday,2,5:14:55 am,5:00 am,40,32.87705488
9434,127,0.088194444,670,10.43333333,46,28569,08/17/24,292,FALSE,Saturday,6,3:05:44 am,3:00 am,40,28.17817404
2365,143,0.099305556,1820,10.15,58,32852,08/01/2024,293,TRUE,Thursday,4,5:34:22 am,5:00 am,60,40.22820369
9434,187,0.129861111,180,9.866666667,58,25024,08/20/24,294,FALSE,Tuesday,2,8:07:08 am,8:00 am,160,81.97447191
2365,155,0.107638889,1967,9.583333333,49,25553,09/30/24,295,FALSE,Monday,1,9:41:58 am,9:00 am,120,82.1027839
6638,124,0.086111111,2727,9.3,30,25697,08/24/24,296,FALSE,Saturday,6,8:41:03 pm,8:00 pm,140,63.69369113
4925,130,0.090277778,1572,9.016666667,25,26947,09/22/24,297,FALSE,Sunday,7,1:57:32 am,1:00 am,60,40.05449056
4925,156,0.108333333,3197,8.733333333,56,24284,08/15/24,298,FALSE,Thursday,4,5:08:20 am,5:00 am,20,87.51524249
2365,103,0.071527778,3160,8.45,1,33784,08/02/2024,299,FALSE,Friday,5,4:53:19 pm,4:00 pm,20,39.11233115
1748,143,0.099305556,1604,8.166666667,79,32720,09/11/2024,300,TRUE,Wednesday,3,10:45:45 pm,10:00 pm,40,94.58113493
7131,196,0.136111111,2237,7.883333333,25,35910,09/21/24,301,FALSE,Saturday,6,4:50:25 pm,4:00 pm,60,4.933156551
7577,140,0.097222222,1096,7.6,75,25051,08/02/2024,302,FALSE,Friday,5,12:41:40 pm,12:00 pm,80,96.2758844
9434,148,0.102777778,2782,7.316666667,57,25737,08/21/24,303,FALSE,Wednesday,3,6:02:30 am,6:00 am,100,56.35526081
2365,159,0.110416667,835,7.033333333,96,25520,08/20/24,304,FALSE,Tuesday,2,1:00:55 am,1:00 am,100,75.36277254
9434,192,0.133333333,1745,6.75,22,27297,09/03/2024,305,FALSE,Tuesday,2,4:57:51 am,4:00 am,80,54.20470717
2365,199,0.138194444,1024,6.466666667,44,28966,08/25/24,306,FALSE,Sunday,7,2:25:26 am,2:00 am,160,39.8396455
6638,192,0.133333333,71,6.183333333,7,35671,09/25/24,307,TRUE,Wednesday,3,8:13:40 pm,8:00 pm,80,54.78571631
4925,177,0.122916667,756,5.616666667,71,29330,08/25/24,309,FALSE,Sunday,7,11:56:56 am,11:00 am,120,90.52900734
2365,166,0.115277778,3280,5.333333333,45,31240,08/15/24,310,FALSE,Thursday,4,2:04:03 pm,2:00 pm,80,62.92357221
1748,111,0.077083333,211,5.05,66,36698,08/16/24,311,FALSE,Friday,5,9:18:53 am,9:00 am,160,11.95054542
7131,118,0.081944444,1285,4.766666667,7,34052,09/03/2024,312,TRUE,Tuesday,2,6:12:46 am,6:00 am,140,85.45180732
9434,152,0.105555556,2156,4.183333333,99,30544,09/30/24,314,TRUE,Monday,1,8:05:42 am,8:00 am,60,19.78324748
2365,168,0.116666667,2664,3.9,2,26165,08/27/24,315,TRUE,Tuesday,2,5:03:48 am,5:00 am,120,10.59279344
9434,173,0.120138889,2825,3.616666667,59,28353,09/07/2024,316,TRUE,Saturday,6,12:00:22 am,12:00 am,20,25.99782868
2365,124,0.086111111,3224,3.333333333,41,30224,08/25/24,317,TRUE,Sunday,7,11:47:47 am,11:00 am,100,5.853236508
4925,139,0.096527778,3043,2.766666667,95,33400,09/14/24,319,TRUE,Saturday,6,12:57:12 pm,12:00 pm,140,30.18914727
4925,174,0.120833333,1631,2.483333333,66,27007,08/22/24,320,TRUE,Thursday,4,3:33:52 am,3:00 am,140,18.17514918
2365,200,0.138888889,1902,2.2,35,26140,08/30/24,321,TRUE,Friday,5,9:42:42 pm,9:00 pm,80,71.13894504
7131,154,0.106944444,2709,1.633333333,21,27362,09/25/24,323,TRUE,Wednesday,3,11:34:22 pm,11:00 pm,80,95.17950267
7577,140,0.097222222,3511,1.35,50,26279,09/01/2024,324,FALSE,Sunday,7,11:58:03 pm,11:00 pm,160,36.18233756
9434,136,0.094444444,2336,1.066666667,67,33594,09/17/24,325,FALSE,Tuesday,2,12:01:39 pm,12:00 pm,80,58.27223981
6638,155,0.107638889,1249,63.88333333,70,31261,09/29/24,329,TRUE,Sunday,7,12:25:51 pm,12:00 pm,60,94.8731152
9434,177,0.122916667,2149,1.35,44,25996,09/05/2024,338,FALSE,Thursday,4,4:27:23 pm,4:00 pm,140,94.45935156
2365,182,0.126388889,3310,1.066666667,23,30276,08/01/2024,339,FALSE,Thursday,4,6:55:25 am,6:00 am,100,94.60165177
9434,100,0.069444444,2733,26.15,49,25452,09/28/24,558,FALSE,Saturday,6,6:20:15 am,6:00 am,140,43.91081183
2365,108,0.075,1310,3.45,15,25262,09/01/2024,559,FALSE,Sunday,7,8:23:49 am,8:00 am,80,31.32199017
6638,157,0.109027778,1712,41.91666667,74,24719,08/03/2024,560,FALSE,Saturday,6,6:40:07 pm,6:00 pm,120,11.03809242
4925,138,0.095833333,2530,41.98333333,24,26655,09/08/2024,562,FALSE,Sunday,7,11:26:03 pm,11:00 pm,80,56.54612651
2365,149,0.103472222,2804,69.43333333,7,31967,08/29/24,563,TRUE,Thursday,4,1:21:01 pm,1:00 pm,120,85.0155146
7131,111,0.077083333,3351,8.033333333,64,31934,08/04/2024,565,FALSE,Sunday,7,8:02:03 am,8:00 am,160,9.561498231
9434,153,0.10625,1136,10.53333333,47,24206,09/17/24,567,FALSE,Tuesday,2,9:09:55 pm,9:00 pm,140,5.260362564
2365,199,0.138194444,10,71.76666667,42,36408,08/17/24,568,FALSE,Saturday,6,8:48:05 am,8:00 am,120,35.49174802
9434,182,0.126388889,3529,26.41666667,88,35747,08/14/24,569,TRUE,Wednesday,3,6:08:21 pm,6:00 pm,160,6.280484989
1748,143,0.099305556,200,10.25,12,38191,09/18/24,575,TRUE,Wednesday,3,12:19:33 am,12:00 am,120,4.453369011
7131,115,0.079861111,1653,10.95,4,31978,09/01/2024,576,TRUE,Sunday,7,11:47:36 pm,11:00 pm,20,34.80850485
7577,132,0.091666667,3482,52.73333333,89,28388,09/17/24,577,TRUE,Tuesday,2,4:23:03 pm,4:00 pm,140,4.214842498
9434,137,0.095138889,1105,56.25,95,35209,09/07/2024,578,TRUE,Saturday,6,5:56:16 pm,5:00 pm,60,78.56809263
2365,193,0.134027778,1641,32.26666667,22,31633,09/19/24,579,TRUE,Thursday,4,8:57:31 pm,8:00 pm,120,34.04873387
2365,138,0.095833333,1163,31.7,93,33074,08/08/2024,581,TRUE,Thursday,4,11:56:57 pm,11:00 pm,160,78.74086019
6638,127,0.088194444,138,31.41666667,14,36563,09/05/2024,582,TRUE,Thursday,4,12:30:30 pm,12:00 pm,120,37.32606852
4925,141,0.097916667,1684,30.85,86,27320,09/17/24,584,TRUE,Tuesday,2,5:39:08 pm,5:00 pm,40,92.02476842
2365,185,0.128472222,2119,30.56666667,11,38229,08/09/2024,585,FALSE,Friday,5,6:26:02 am,6:00 am,120,24.54316723
9434,109,0.075694444,986,29.43333333,60,32880,08/18/24,589,FALSE,Sunday,7,10:13:16 am,10:00 am,80,10.62125211
6638,140,0.097222222,2152,28.3,10,28923,09/27/24,593,FALSE,Friday,5,12:01:10 am,12:00 am,140,37.64060655
4925,111,0.077083333,2915,27.73333333,38,24379,09/15/24,595,FALSE,Sunday,7,12:36:46 am,12:00 am,80,89.8729777
2365,174,0.120833333,365,27.45,2,33558,09/20/24,596,FALSE,Friday,5,12:09:42 pm,12:00 pm,120,59.76616276
1748,132,0.091666667,130,27.16666667,81,38228,09/24/24,597,FALSE,Tuesday,2,9:23:39 am,9:00 am,60,10.2987608
7577,158,0.109722222,317,26.6,18,35339,09/23/24,599,FALSE,Monday,1,7:28:05 pm,7:00 pm,100,20.39374985
9434,135,0.09375,2081,26.31666667,98,29872,09/16/24,600,FALSE,Monday,1,4:08:24 am,4:00 am,60,93.71226986
2365,161,0.111805556,364,26.03333333,89,25418,10/01/2024,601,FALSE,Tuesday,2,4:31:07 am,4:00 am,180,53.16634715
2365,128,0.088888889,568,25.46666667,67,37472,09/15/24,603,FALSE,Sunday,7,12:30:39 am,12:00 am,140,33.75644009
6638,196,0.136111111,602,25.18333333,81,33440,09/09/2024,604,FALSE,Monday,1,5:18:04 pm,5:00 pm,100,18.36247285
4925,185,0.128472222,1946,24.61666667,55,35319,08/30/24,606,FALSE,Friday,5,3:30:55 pm,3:00 pm,120,87.65515757
1748,167,0.115972222,1301,24.05,22,37671,08/28/24,608,FALSE,Wednesday,3,9:30:06 am,9:00 am,80,2.693403573
7131,111,0.077083333,2770,23.76666667,65,31175,09/27/24,609,FALSE,Friday,5,3:19:23 am,3:00 am,80,10.51148087
9434,126,0.0875,899,23.2,42,27372,08/11/2024,611,FALSE,Sunday,7,6:54:38 am,6:00 am,100,22.83750812
2365,142,0.098611111,854,22.91666667,44,28243,08/03/2024,612,FALSE,Saturday,6,1:03:15 am,1:00 am,80,26.7014843
9434,186,0.129166667,2775,22.61666667,85,28496,08/21/24,613,FALSE,Wednesday,3,9:37:15 am,9:00 am,80,29.13173895
2365,119,0.082638889,863,22.33333333,91,27551,09/19/24,614,FALSE,Thursday,4,7:36:05 pm,7:00 pm,60,36.98113896
6638,122,0.084722222,954,22.05,19,32910,08/01/2024,615,FALSE,Thursday,4,2:21:38 am,2:00 am,160,93.91113179
4925,196,0.136111111,3300,21.76666667,15,35674,08/19/24,616,FALSE,Monday,1,4:30:57 am,4:00 am,140,48.73735882
4925,128,0.088888889,942,21.48333333,19,36951,08/20/24,617,FALSE,Tuesday,2,11:11:11 am,11:00 am,80,24.08813499
2365,135,0.09375,1080,21.2,44,31218,09/10/2024,618,FALSE,Tuesday,2,6:19:53 pm,6:00 pm,60,26.92704908
1748,166,0.115277778,73,20.91666667,9,25904,08/03/2024,619,FALSE,Saturday,6,6:09:03 pm,6:00 pm,80,23.00054312
7131,103,0.071527778,2128,20.63333333,54,29553,09/27/24,620,FALSE,Friday,5,11:31:24 pm,11:00 pm,80,57.62647369
7577,136,0.094444444,25,20.35,42,27665,09/16/24,621,FALSE,Monday,1,10:05:55 am,10:00 am,80,30.33112291
9434,200,0.138888889,3145,20.06666667,11,29692,08/29/24,622,FALSE,Thursday,4,10:09:40 pm,10:00 pm,40,37.57149766
2365,114,0.079166667,1947,19.78333333,15,35781,09/08/2024,623,TRUE,Sunday,7,1:35:05 pm,1:00 pm,80,65.90272981
9434,199,0.138194444,504,19.5,37,36083,08/14/24,624,TRUE,Wednesday,3,6:50:46 pm,6:00 pm,160,20.89188972
6638,124,0.086111111,3190,18.93333333,59,38051,08/30/24,626,TRUE,Friday,5,10:14:35 am,10:00 am,160,45.10242928
7577,141,0.097916667,719,14.11666667,17,35485,08/13/24,643,TRUE,Tuesday,2,5:56:00 am,5:00 am,160,40.52885921
9434,143,0.099305556,3285,13.26666667,78,35067,09/30/24,646,TRUE,Monday,1,10:13:46 pm,10:00 pm,60,37.59267895
2365,167,0.115972222,1609,12.98333333,32,32541,08/27/24,647,TRUE,Tuesday,2,1:34:14 pm,1:00 pm,180,73.01109434
6638,115,0.079861111,2971,12.7,19,27449,09/24/24,648,TRUE,Tuesday,2,5:22:27 am,5:00 am,20,55.00588677
4925,110,0.076388889,2501,12.41666667,96,31613,08/19/24,649,TRUE,Monday,1,6:05:03 am,6:00 am,40,50.66612951
4925,100,0.069444444,1992,12.13333333,89,27961,08/08/2024,650,TRUE,Thursday,4,12:48:48 am,12:00 am,80,81.6017623
2365,131,0.090972222,464,11.85,1,28652,08/19/24,651,FALSE,Monday,1,3:17:40 am,3:00 am,140,66.67754684
7577,161,0.111805556,2679,11,24,36883,09/03/2024,654,FALSE,Tuesday,2,3:02:19 pm,3:00 pm,120,11.98669027
2365,126,0.0875,2126,5.616666667,49,29200,08/15/24,673,FALSE,Thursday,4,3:39:42 pm,3:00 pm,100,3.866059274
1748,199,0.138194444,2395,5.333333333,39,36838,09/22/24,674,FALSE,Sunday,7,1:09:06 pm,1:00 pm,80,75.79193399
9434,158,0.109722222,2993,4.483333333,75,24364,09/08/2024,677,FALSE,Sunday,7,9:41:03 am,9:00 am,80,43.04307424
2365,168,0.116666667,1364,4.183333333,47,31735,08/14/24,678,FALSE,Wednesday,3,1:25:24 pm,1:00 pm,100,0.41663913
9434,106,0.073611111,2805,3.9,98,37313,08/18/24,679,FALSE,Sunday,7,9:54:58 pm,9:00 pm,40,91.89425811
2365,188,0.130555556,311,3.616666667,88,37470,08/21/24,680,FALSE,Wednesday,3,5:13:34 pm,5:00 pm,40,33.86091762
6638,103,0.071527778,3568,3.333333333,12,37046,09/05/2024,681,FALSE,Thursday,4,5:17:57 am,5:00 am,80,99.32918606
4925,148,0.102777778,2084,3.05,78,37961,08/13/24,682,FALSE,Tuesday,2,11:31:10 am,11:00 am,80,12.07709612
4925,132,0.091666667,1294,2.766666667,96,36757,08/13/24,683,FALSE,Tuesday,2,4:25:45 pm,4:00 pm,120,27.52110502
7577,132,0.091666667,1294,1.633333333,8,37110,09/29/24,687,FALSE,Sunday,7,4:22:04 am,4:00 am,80,65.25401465
9434,182,0.126388889,1982,1.35,69,28321,08/16/24,688,FALSE,Friday,5,6:04:18 pm,6:00 pm,20,14.55579311
2365,193,0.134027778,611,1.066666667,51,35234,09/26/24,689,FALSE,Thursday,4,1:37:43 am,1:00 am,80,70.54653296
9434,100,0.069444444,1405,0.783333333,2,27555,08/19/24,690,FALSE,Monday,1,6:56:23 am,6:00 am,20,51.87112768
4925,170,0.118055556,1761,62.55,37,25618,08/31/24,693,FALSE,Saturday,6,6:09:51 am,6:00 am,80,70.32503611
1748,137,0.095138889,1246,20.28333333,45,27825,08/26/24,696,FALSE,Monday,1,11:44:54 am,11:00 am,80,32.13623737
7131,136,0.094444444,782,31.55,92,28924,09/10/2024,697,FALSE,Tuesday,2,11:34:17 pm,11:00 pm,80,66.24626437
7577,186,0.129166667,3062,78.68333333,43,36141,08/26/24,698,FALSE,Monday,1,10:46:43 pm,10:00 pm,120,45.05470042
9434,103,0.071527778,559,27.5,74,24651,08/10/2024,701,FALSE,Saturday,6,10:24:35 pm,10:00 pm,160,94.01687109
2365,107,0.074305556,1179,23.33333333,51,36774,08/05/2024,702,FALSE,Monday,1,10:35:22 pm,10:00 pm,160,70.46724142
6638,174,0.120833333,410,50.95,28,32434,09/22/24,703,FALSE,Sunday,7,6:25:11 am,6:00 am,100,54.27532179
4925,154,0.106944444,1057,12.81666667,83,26852,09/07/2024,704,FALSE,Saturday,6,3:54:37 pm,3:00 pm,140,15.29265706
4925,128,0.088888889,3513,26.15,86,30872,08/20/24,705,FALSE,Tuesday,2,5:26:58 am,5:00 am,160,18.44901251
2365,147,0.102083333,1000,3.45,40,30080,09/14/24,706,FALSE,Saturday,6,12:21:41 am,12:00 am,160,57.11913708
1748,124,0.086111111,2110,41.91666667,60,29295,08/21/24,707,FALSE,Wednesday,3,12:59:57 pm,12:00 pm,40,2.88361678
7131,151,0.104861111,2025,28.76666667,26,27800,09/12/2024,708,TRUE,Thursday,4,10:55:09 pm,10:00 pm,80,13.67777937
9434,137,0.095138889,3278,69.43333333,82,33718,08/25/24,710,TRUE,Sunday,7,6:24:19 pm,6:00 pm,80,28.62865307
2365,189,0.13125,2649,10.66666667,9,34076,08/03/2024,711,TRUE,Saturday,6,11:11:45 am,11:00 am,160,29.15024967
6638,154,0.106944444,938,10.53333333,56,28090,09/27/24,714,TRUE,Friday,5,11:22:27 am,11:00 am,80,2.840711878
4925,161,0.111805556,2100,71.76666667,9,25667,08/06/2024,715,TRUE,Tuesday,2,6:08:35 am,6:00 am,60,96.89684354
1748,172,0.119444444,2478,1.666666667,32,31672,08/19/24,718,TRUE,Monday,1,2:42:59 pm,2:00 pm,20,80.58222478
7577,124,0.086111111,3171,55.53333333,3,36650,08/01/2024,720,TRUE,Thursday,4,11:13:21 am,11:00 am,100,62.53164301
9434,180,0.125,2241,59.15,47,36062,09/19/24,721,TRUE,Thursday,4,1:01:50 pm,1:00 pm,140,89.19905348
2365,168,0.116666667,795,10.25,79,28844,08/23/24,722,TRUE,Friday,5,12:10:30 am,12:00 am,120,49.7457195
9434,171,0.11875,3223,10.95,69,26828,08/03/2024,723,FALSE,Saturday,6,8:22:19 am,8:00 am,100,33.03971513
6638,114,0.079166667,1424,56.25,61,33096,08/04/2024,725,FALSE,Sunday,7,10:06:57 pm,10:00 pm,140,30.08757017
4925,132,0.091666667,655,32.26666667,48,34043,08/03/2024,726,FALSE,Saturday,6,2:17:57 am,2:00 am,140,72.08107921
4925,176,0.122222222,2631,31.98333333,65,28936,09/13/24,727,FALSE,Friday,5,7:57:41 am,7:00 am,100,37.77670102
1748,105,0.072916667,2661,31.41666667,18,37225,08/28/24,729,FALSE,Wednesday,3,2:50:10 am,2:00 am,140,13.90726198
9434,183,0.127083333,1602,28.76666667,37,34632,09/08/2024,743,FALSE,Sunday,7,10:30:41 pm,10:00 pm,80,67.22490589
2365,178,0.123611111,1995,41.98333333,85,30954,09/13/24,744,FALSE,Friday,5,1:55:58 am,1:00 am,140,83.83892599
9434,105,0.072916667,2660,69.43333333,10,37733,09/11/2024,745,FALSE,Wednesday,3,6:20:42 pm,6:00 pm,140,20.96309881
2365,152,0.105555556,1637,10.66666667,25,34760,09/23/24,746,FALSE,Monday,1,2:14:22 am,2:00 am,80,21.3605252
6638,193,0.134027778,1681,8.033333333,79,27944,08/22/24,747,FALSE,Thursday,4,9:40:22 pm,9:00 pm,120,25.8917573
4925,193,0.134027778,1056,17,10,30183,08/10/2024,748,FALSE,Saturday,6,11:22:02 pm,11:00 pm,20,5.368165283
4925,172,0.119444444,1017,10.53333333,35,30961,08/20/24,749,FALSE,Tuesday,2,5:01:17 pm,5:00 pm,20,89.69956174
2365,135,0.09375,1553,71.76666667,86,34085,08/19/24,750,FALSE,Monday,1,8:35:52 pm,8:00 pm,40,45.89090989
1748,141,0.097916667,2252,26.41666667,73,37691,08/24/24,751,FALSE,Saturday,6,11:19:56 am,11:00 am,120,35.39785952
7131,197,0.136805556,2834,28.41666667,7,27645,08/31/24,752,FALSE,Saturday,6,4:49:34 am,4:00 am,160,35.92578569
9434,128,0.088888889,2376,81.91666667,85,36280,09/27/24,754,FALSE,Friday,5,3:44:04 pm,3:00 pm,20,20.21903297
9434,104,0.072222222,3107,59.15,40,31178,10/01/2024,756,FALSE,Tuesday,2,4:30:19 am,4:00 am,140,2.225363804
2365,149,0.103472222,1106,10.25,41,31560,08/21/24,757,FALSE,Wednesday,3,6:20:43 am,6:00 am,140,70.54680726
6638,199,0.138194444,624,10.95,94,35447,08/31/24,758,FALSE,Saturday,6,6:44:01 am,6:00 am,20,76.79760458
4925,145,0.100694444,3265,52.73333333,13,28357,08/13/24,759,FALSE,Tuesday,2,10:17:51 am,10:00 am,100,79.13942908
4925,104,0.072222222,690,56.25,26,34230,09/12/2024,760,FALSE,Thursday,4,5:23:44 pm,5:00 pm,60,43.67426441
1748,121,0.084027778,2102,31.98333333,65,30348,08/09/2024,762,FALSE,Friday,5,3:21:45 am,3:00 am,140,42.02870546
7131,174,0.120833333,1418,31.7,61,35321,09/09/2024,763,FALSE,Monday,1,3:09:28 pm,3:00 pm,100,35.95593566
7577,113,0.078472222,1130,31.41666667,66,28648,09/24/24,764,FALSE,Tuesday,2,6:23:25 pm,6:00 pm,140,11.48489209
9434,159,0.110416667,1580,31.13333333,91,36819,08/16/24,765,FALSE,Friday,5,3:41:59 pm,3:00 pm,160,34.82805331
9434,146,0.101388889,427,30.56666667,52,26931,09/17/24,767,FALSE,Tuesday,2,5:32:37 pm,5:00 pm,160,20.18065587
2365,195,0.135416667,3113,30.28333333,83,32440,08/12/2024,768,TRUE,Monday,1,12:13:05 pm,12:00 pm,60,43.87722269
6638,195,0.135416667,134,30,77,28624,08/25/24,769,TRUE,Sunday,7,11:22:12 pm,11:00 pm,20,69.3771964
2365,109,0.075694444,1116,24.05,12,30139,08/20/24,790,TRUE,Tuesday,2,3:16:24 pm,3:00 pm,140,61.8240576
6638,112,0.077777778,1948,23.76666667,48,25980,08/17/24,791,TRUE,Saturday,6,8:14:17 pm,8:00 pm,100,94.50839516
4925,164,0.113888889,2683,23.48333333,72,35512,09/13/24,792,TRUE,Friday,5,4:02:03 am,4:00 am,100,54.31049138
4925,161,0.111805556,2223,23.2,11,24991,08/29/24,793,TRUE,Thursday,4,2:11:24 am,2:00 am,120,51.65565192
1748,123,0.085416667,3049,22.61666667,60,26938,08/01/2024,795,TRUE,Thursday,4,9:42:47 pm,9:00 pm,80,81.03946401
7131,114,0.079166667,2722,22.33333333,11,35546,08/15/24,796,TRUE,Thursday,4,6:56:01 am,6:00 am,140,55.93880776
7577,167,0.115972222,2660,22.05,72,32438,08/20/24,797,TRUE,Tuesday,2,3:04:13 am,3:00 am,140,29.35218871
9434,108,0.075,601,21.76666667,29,27386,09/15/24,798,FALSE,Sunday,7,10:55:54 am,10:00 am,160,15.76266464
6638,171,0.11875,3235,20.63333333,61,29382,08/10/2024,802,FALSE,Saturday,6,3:15:39 am,3:00 am,100,20.34969639
4925,120,0.083333333,3001,20.35,28,31462,08/13/24,803,FALSE,Tuesday,2,4:22:23 am,4:00 am,100,89.67903935
2365,102,0.070833333,3505,19.78333333,13,28038,09/23/24,805,FALSE,Monday,1,11:10:35 pm,11:00 pm,180,39.28991415
1748,116,0.080555556,1948,19.5,17,27041,08/16/24,806,FALSE,Friday,5,4:07:08 pm,4:00 pm,80,17.20048787
7577,152,0.105555556,2856,18.93333333,67,28222,08/28/24,808,FALSE,Wednesday,3,11:12:14 am,11:00 am,40,39.14959449
9434,154,0.106944444,1159,18.65,37,28867,09/10/2024,809,FALSE,Tuesday,2,4:09:49 am,4:00 am,100,30.14559239
2365,121,0.084027778,2670,18.36666667,44,29716,08/15/24,810,FALSE,Thursday,4,9:01:10 am,9:00 am,80,88.88427109
9434,141,0.097916667,11,18.08333333,35,37744,08/08/2024,811,FALSE,Thursday,4,12:38:11 am,12:00 am,80,4.730765647
2365,125,0.086805556,1650,17.8,91,30625,08/16/24,812,FALSE,Friday,5,1:41:39 am,1:00 am,140,8.747223124
6638,136,0.094444444,971,17.51666667,55,37553,09/11/2024,813,FALSE,Wednesday,3,9:32:50 am,9:00 am,120,47.79580034
4925,118,0.081944444,383,17.23333333,78,24239,09/24/24,814,FALSE,Tuesday,2,12:11:10 pm,12:00 pm,80,49.16670563
4925,183,0.127083333,507,16.95,61,27802,09/03/2024,815,FALSE,Tuesday,2,12:21:59 pm,12:00 pm,140,26.87259266
2365,149,0.103472222,2500,16.66666667,26,33543,09/12/2024,816,FALSE,Thursday,4,8:42:53 am,8:00 am,100,48.01597016
7577,101,0.070138889,2047,15.81666667,35,36513,09/28/24,819,FALSE,Saturday,6,5:57:41 am,5:00 am,40,50.14078663
9434,124,0.086111111,3396,15.53333333,6,35930,08/26/24,820,FALSE,Monday,1,9:59:26 am,9:00 am,40,44.78858325
2365,149,0.103472222,3033,15.25,62,35443,08/12/2024,821,FALSE,Monday,1,4:50:44 am,4:00 am,20,56.62369985
4925,109,0.075694444,1232,13.83333333,58,33696,09/29/24,826,FALSE,Sunday,7,3:01:18 pm,3:00 pm,20,50.23147387
2365,184,0.127777778,1312,13.55,39,27421,08/17/24,827,FALSE,Saturday,6,5:31:26 pm,5:00 pm,140,13.92740134
1748,123,0.085416667,3416,13.26666667,59,32893,08/26/24,828,FALSE,Monday,1,4:51:13 am,4:00 am,60,47.12360684
7131,193,0.134027778,2584,12.98333333,89,26366,08/15/24,829,FALSE,Thursday,4,10:04:05 am,10:00 am,120,49.7897566
7577,192,0.133333333,208,12.7,89,26843,08/21/24,830,FALSE,Wednesday,3,7:32:41 pm,7:00 pm,40,27.54622853
9434,106,0.073611111,132,12.41666667,48,36501,09/15/24,831,FALSE,Sunday,7,7:11:51 pm,7:00 pm,20,72.1956305
