id,charger_id,date,ticket_type,support_tickets
565,2365,2024-10-10,Installation Request,6
566,6638,2024-08-01,Installation Request,7
567,6638,2024-08-15,Installation Request,8
568,6638,2024-09-05,Installation Request,12
569,6638,2024-09-20,Installation Request,8
570,6638,2024-10-10,Installation Request,1
571,3038,2024-08-01,Installation Request,11
572,3038,2024-08-15,Installation Request,11
573,3038,2024-09-05,Installation Request,5
574,3038,2024-09-20,Installation Request,1
575,3038,2024-10-10,Installation Request,11
576,8601,2024-08-01,Installation Request,7
577,8601,2024-08-15,Installation Request,3
578,8601,2024-09-05,Installation Request,8
579,8601,2024-09-20,Installation Request,12
580,8601,2024-10-10,Installation Request,13
581,7131,2024-08-01,Installation Request,9
582,7131,2024-08-15,Installation Request,4
583,7131,2024-09-05,Installation Request,4
584,7131,2024-09-20,Installation Request,3
585,7131,2024-10-10,Installation Request,3
586,5690,2024-08-01,Installation Request,7
587,5690,2024-08-15,Installation Request,10
588,5690,2024-09-05,Installation Request,5
589,5690,2024-09-20,Installation Request,1
590,5690,2024-10-10,Installation Request,5
591,7397,2024-08-01,Installation Request,14
592,7397,2024-08-15,Installation Request,9
593,7397,2024-09-05,Installation Request,5
594,7397,2024-09-20,Installation Request,10
595,7397,2024-10-10,Installation Request,7
596,1748,2024-08-01,Installation Request,12
597,1748,2024-08-15,Installation Request,8
598,1748,2024-09-05,Installation Request,2
599,1748,2024-09-20,Installation Request,8
600,1748,2024-10-10,Installation Request,4
601,7577,2024-08-01,Installation Request,0
602,7577,2024-08-15,Installation Request,5
603,7577,2024-09-05,Installation Request,7
604,7577,2024-09-20,Installation Request,6
605,7577,2024-10-10,Installation Request,11
606,9434,2024-08-01,Installation Request,9
607,9434,2024-08-15,Installation Request,11
608,9434,2024-09-05,Installation Request,6
609,9434,2024-09-20,Installation Request,13
610,9434,2024-10-10,Installation Request,11
611,2365,2024-08-01,Installation Request,5
612,2365,2024-08-15,Installation Request,6
613,2365,2024-09-05,Installation Request,13
614,2365,2024-09-20,Installation Request,15
615,2365,2024-10-10,Installation Request,1
616,6638,2024-08-01,Installation Request,5
617,6638,2024-08-15,Installation Request,12
618,6638,2024-09-05,Installation Request,6
619,6638,2024-09-20,Installation Request,15
620,6638,2024-10-10,Installation Request,7
621,3038,2024-08-01,Installation Request,12
622,3038,2024-08-15,Installation Request,11
623,3038,2024-09-05,Installation Request,8
624,3038,2024-09-20,Installation Request,15
625,3038,2024-10-10,Installation Request,12
626,8601,2024-08-01,Installation Request,6
627,8601,2024-08-15,Installation Request,1
628,8601,2024-09-05,Installation Request,4
629,8601,2024-09-20,Installation Request,3
630,8601,2024-10-10,Installation Request,0
631,7131,2024-08-01,Installation Request,6
632,7131,2024-08-15,Installation Request,13
633,7131,2024-09-05,Installation Request,0
634,7131,2024-09-20,Installation Request,10
635,7131,2024-10-10,Installation Request,8
636,5690,2024-08-01,Installation Request,15
637,5690,2024-08-15,Installation Request,2
638,5690,2024-09-05,Installation Request,11
639,5690,2024-09-20,Installation Request,0
640,5690,2024-10-10,Installation Request,14
641,7397,2024-08-01,Installation Request,4
642,7397,2024-08-15,Installation Request,5
643,7397,2024-09-05,Installation Request,4
644,7397,2024-09-20,Installation Request,15
645,7397,2024-10-10,Installation Request,0
646,1748,2024-08-01,Installation Request,13
647,1748,2024-08-15,Installation Request,1
648,1748,2024-09-05,Installation Request,4
649,1748,2024-09-20,Installation Request,3
650,1748,2024-10-10,Installation Request,11
651,7577,2024-08-01,Installation Request,3
652,7577,2024-08-15,Installation Request,15
653,7577,2024-09-05,Installation Request,11
654,7577,2024-09-20,Installation Request,4
655,7577,2024-10-10,Installation Request,6
656,9434,2024-08-01,Installation Request,1
657,9434,2024-08-15,Installation Request,6
658,9434,2024-09-05,Installation Request,6
659,9434,2024-09-20,Installation Request,11
660,9434,2024-10-10,Installation Request,10
661,2365,2024-08-01,Installation Request,1
662,2365,2024-08-15,Installation Request,2
663,2365,2024-09-05,Installation Request,14
664,2365,2024-09-20,Installation Request,11
665,2365,2024-10-10,Installation Request,3
666,6638,2024-08-01,Installation Request,4
667,6638,2024-08-15,Installation Request,14
668,6638,2024-09-05,Installation Request,14
669,6638,2024-09-20,Installation Request,11
670,6638,2024-10-10,Installation Request,4
671,3038,2024-08-01,Installation Request,11
672,3038,2024-08-15,Installation Request,0
673,3038,2024-09-05,Installation Request,5
674,3038,2024-09-20,Installation Request,0
675,3038,2024-10-10,Installation Request,4
676,8601,2024-08-01,Installation Request,8
677,8601,2024-08-15,Installation Request,15
678,8601,2024-09-05,Installation Request,7
679,8601,2024-09-20,Installation Request,4
680,8601,2024-10-10,Installation Request,4
681,7131,2024-08-01,Installation Request,10
682,7131,2024-08-15,Installation Request,11
683,7131,2024-09-05,Installation Request,13
684,7131,2024-09-20,Installation Request,8
685,7131,2024-10-10,Installation Request,13
686,5690,2024-08-01,Installation Request,7
687,5690,2024-08-15,Installation Request,12
688,5690,2024-09-05,Installation Request,9
689,5690,2024-09-20,Installation Request,3
690,5690,2024-10-10,Installation Request,9
691,7397,2024-08-01,Installation Request,9
692,7397,2024-08-15,Installation Request,8
693,7397,2024-09-05,Installation Request,13
694,7397,2024-09-20,Installation Request,13
695,7397,2024-10-10,Installation Request,14
696,1748,2024-08-01,Installation Request,11
697,1748,2024-08-15,Installation Request,11
698,1748,2024-09-05,Installation Request,6
699,1748,2024-09-20,Installation Request,4
700,1748,2024-10-10,Installation Request,1
701,7577,2024-08-01,Installation Request,10
702,7577,2024-08-15,Installation Request,14
703,7577,2024-09-05,Installation Request,3
704,7577,2024-09-20,Installation Request,13
705,7577,2024-10-10,Installation Request,15
706,9434,2024-08-01,Installation Request,3
707,9434,2024-08-15,Installation Request,11
708,9434,2024-09-05,Installation Request,6
709,9434,2024-09-20,Installation Request,1
710,9434,2024-10-10,Installation Request,10
711,2365,2024-08-01,Installation Request,11
712,2365,2024-08-15,Installation Request,15
713,2365,2024-09-05,Installation Request,10
714,2365,2024-09-20,Installation Request,6
715,2365,2024-10-10,Installation Request,12
716,6638,2024-08-01,Installation Request,7
717,6638,2024-08-15,Installation Request,12
718,6638,2024-09-05,Installation Request,13
719,6638,2024-09-20,Installation Request,14
720,6638,2024-10-10,Installation Request,12
721,3038,2024-08-01,Installation Request,9
722,3038,2024-08-15,Installation Request,8
723,3038,2024-09-05,Installation Request,15
724,3038,2024-09-20,Installation Request,8
725,3038,2024-10-10,Installation Request,1
726,8601,2024-08-01,Installation Request,2
727,8601,2024-08-15,Installation Request,1
728,8601,2024-09-05,Installation Request,7
729,8601,2024-09-20,Installation Request,12
730,8601,2024-10-10,Installation Request,10
731,7131,2024-08-01,Installation Request,7
732,7131,2024-08-15,Installation Request,4
733,7131,2024-09-05,Installation Request,13
734,7131,2024-09-20,Installation Request,14
735,7131,2024-10-10,Installation Request,1
736,5690,2024-08-01,Installation Request,13
737,5690,2024-08-15,Installation Request,0
738,5690,2024-09-05,Installation Request,14
739,5690,2024-09-20,Installation Request,1
740,5690,2024-10-10,Installation Request,8
741,7397,2024-08-01,Installation Request,5
742,7397,2024-08-15,Installation Request,13
743,7397,2024-09-05,Installation Request,13
744,7397,2024-09-20,Installation Request,0
745,7397,2024-10-10,Installation Request,1
746,1748,2024-08-01,Installation Request,12
747,1748,2024-08-15,Installation Request,7
748,1748,2024-09-05,Installation Request,11
749,1748,2024-09-20,Installation Request,12
750,1748,2024-10-10,Installation Request,10
751,7577,2024-08-01,Installation Request,9
752,7577,2024-08-15,Installation Request,15
753,7577,2024-09-05,Installation Request,11
754,7577,2024-09-20,Installation Request,13
755,7577,2024-10-10,Installation Request,4
756,9434,2024-08-01,Installation Request,8
757,9434,2024-08-15,Installation Request,6
758,9434,2024-09-05,Installation Request,15
759,9434,2024-09-20,Installation Request,8
760,9434,2024-10-10,Installation Request,0
761,2365,2024-08-01,Installation Request,8
762,2365,2024-08-15,Installation Request,0
763,2365,2024-09-05,Installation Request,8
764,2365,2024-09-20,Installation Request,14
765,2365,2024-10-10,Installation Request,14
766,6638,2024-08-01,Installation Request,10
767,6638,2024-08-15,Installation Request,15
768,6638,2024-09-05,Installation Request,2
769,6638,2024-09-20,Installation Request,14
770,6638,2024-10-10,Installation Request,9
771,3038,2024-08-01,Installation Request,3
772,3038,2024-08-15,Installation Request,3
773,3038,2024-09-05,Installation Request,11
774,3038,2024-09-20,Installation Request,0
775,3038,2024-10-10,Installation Request,10
776,8601,2024-08-01,Installation Request,15
777,8601,2024-08-15,Installation Request,1
778,8601,2024-09-05,Installation Request,5
779,8601,2024-09-20,Installation Request,12
780,8601,2024-10-10,Installation Request,2
781,7131,2024-08-01,Installation Request,0
782,7131,2024-08-15,Installation Request,3
783,7131,2024-09-05,Installation Request,15
784,7131,2024-09-20,Installation Request,2
785,7131,2024-10-10,Installation Request,11
786,5690,2024-08-01,Installation Request,11
787,5690,2024-08-15,Installation Request,5
788,5690,2024-09-05,Installation Request,1
789,5690,2024-09-20,Installation Request,3
790,5690,2024-10-10,Installation Request,9
791,7397,2024-08-01,Installation Request,10
792,7397,2024-08-15,Installation Request,7
793,7397,2024-09-05,Installation Request,15
794,7397,2024-09-20,Installation Request,14
795,7397,2024-10-10,Installation Request,0
796,1748,2024-08-01,Installation Request,9
797,1748,2024-08-15,Installation Request,13
798,1748,2024-09-05,Installation Request,2
799,1748,2024-09-20,Installation Request,9
800,1748,2024-10-10,Installation Request,9
801,7577,2024-08-01,Installation Request,12
802,7577,2024-08-15,Installation Request,4
803,7577,2024-09-05,Installation Request,10
804,7577,2024-09-20,Installation Request,15
805,7577,2024-10-10,Installation Request,2
806,9434,2024-08-01,Installation Request,10
807,9434,2024-08-15,Installation Request,6
808,9434,2024-09-05,Installation Request,0
809,9434,2024-09-20,Installation Request,10
810,9434,2024-10-10,Installation Request,7
811,2365,2024-08-01,Installation Request,8
812,2365,2024-08-15,Installation Request,11
813,2365,2024-09-05,Installation Request,13
814,2365,2024-09-20,Installation Request,10
815,2365,2024-10-10,Installation Request,8
816,6638,2024-08-01,Installation Request,10
817,6638,2024-08-15,Installation Request,1
818,6638,2024-09-05,Installation Request,9
819,6638,2024-09-20,Installation Request,11
820,6638,2024-10-10,Installation Request,13
821,3038,2024-08-01,Installation Request,11
822,3038,2024-08-15,Installation Request,11
823,3038,2024-09-05,Installation Request,9
824,3038,2024-09-20,Installation Request,15
825,3038,2024-10-10,Installation Request,4
826,8601,2024-08-01,Installation Request,6
827,8601,2024-08-15,Installation Request,13
828,8601,2024-09-05,Installation Request,11
829,8601,2024-09-20,Installation Request,11
830,8601,2024-10-10,Installation Request,8
831,7131,2024-08-01,Installation Request,2
832,7131,2024-08-15,Installation Request,1
833,7131,2024-09-05,Installation Request,2
834,7131,2024-09-20,Installation Request,9
835,7131,2024-10-10,Installation Request,6
836,5690,2024-08-01,Installation Request,0
837,5690,2024-08-15,Installation Request,10
838,5690,2024-09-05,Installation Request,11
839,5690,2024-09-20,Installation Request,11
840,5690,2024-10-10,Installation Request,14
841,7397,2024-08-01,Installation Request,5
842,7397,2024-08-15,Installation Request,6
843,7397,2024-09-05,Installation Request,0
844,7397,2024-09-20,Installation Request,8
845,7397,2024-10-10,Installation Request,7
846,1748,2024-08-01,Installation Request,1
847,1748,2024-08-15,Installation Request,3
848,1748,2024-09-05,Installation Request,4
849,1748,2024-09-20,Installation Request,15
850,1748,2024-10-10,Installation Request,8
851,7577,2024-08-01,Installation Request,2
852,7577,2024-08-15,Installation Request,4
853,7577,2024-09-05,Installation Request,0
854,7577,2024-09-20,Installation Request,8
855,7577,2024-10-10,Installation Request,0
856,9434,2024-08-01,Installation Request,4
857,9434,2024-08-15,Installation Request,15
858,9434,2024-09-05,Installation Request,6
859,9434,2024-09-20,Installation Request,2
860,9434,2024-10-10,Installation Request,14
861,2365,2024-08-01,Installation Request,11
862,2365,2024-08-15,Installation Request,14
863,2365,2024-09-05,Installation Request,7
864,2365,2024-09-20,Installation Request,1
865,2365,2024-10-10,Installation Request,0
866,6638,2024-08-01,Installation Request,0
867,6638,2024-08-15,Installation Request,14
868,6638,2024-09-05,Installation Request,13
869,6638,2024-09-20,Installation Request,11
870,6638,2024-10-10,Installation Request,7
871,3038,2024-08-01,Installation Request,2
872,3038,2024-08-15,Installation Request,7
873,3038,2024-09-05,Installation Request,13
874,3038,2024-09-20,Installation Request,10
875,3038,2024-10-10,Installation Request,8
876,8601,2024-08-01,Installation Request,9
877,8601,2024-08-15,Installation Request,10
878,8601,2024-09-05,Installation Request,3
879,8601,2024-09-20,Installation Request,3
880,8601,2024-10-10,Installation Request,7
881,7131,2024-08-01,Installation Request,2
882,7131,2024-08-15,Installation Request,11
883,7131,2024-09-05,Installation Request,0
884,7131,2024-09-20,Installation Request,15
885,7131,2024-10-10,Installation Request,9
886,5690,2024-08-01,Installation Request,8
887,5690,2024-08-15,Installation Request,5
888,5690,2024-09-05,Installation Request,2
889,5690,2024-09-20,Installation Request,10
890,5690,2024-10-10,Installation Request,8
891,7397,2024-08-01,Installation Request,14
892,7397,2024-08-15,Installation Request,14
893,7397,2024-09-05,Installation Request,9
894,7397,2024-09-20,Installation Request,3
895,7397,2024-10-10,Installation Request,15
896,1748,2024-08-01,Installation Request,10
897,1748,2024-08-15,Installation Request,8
898,1748,2024-09-05,Installation Request,7
899,1748,2024-09-20,Installation Request,2
900,1748,2024-10-10,Installation Request,11
901,7577,2024-08-01,Installation Request,14
902,7577,2024-08-15,Installation Request,5
903,7577,2024-09-05,Installation Request,10
904,7577,2024-09-20,Installation Request,0
905,7577,2024-10-10,Installation Request,13
906,9434,2024-08-01,Installation Request,9
907,9434,2024-08-15,Installation Request,0
908,9434,2024-09-05,Installation Request,13
909,9434,2024-09-20,Installation Request,10
910,9434,2024-10-10,Installation Request,10
911,2365,2024-08-01,Installation Request,1
912,2365,2024-08-15,Installation Request,3
913,2365,2024-09-05,Installation Request,8
914,2365,2024-09-20,Installation Request,8
915,2365,2024-10-10,Installation Request,13
916,6638,2024-08-01,Installation Request,12
917,6638,2024-08-15,Installation Request,10
918,6638,2024-09-05,Installation Request,10
919,6638,2024-09-20,Installation Request,12
920,6638,2024-10-10,Installation Request,14
1,7577,2024-08-01,Maintenance Request,8
2,7577,2024-08-15,Maintenance Request,0
3,7577,2024-09-05,Maintenance Request,12
4,7577,2024-09-20,Maintenance Request,15
5,7577,2024-10-10,Maintenance Request,7
6,9434,2024-08-01,Maintenance Request,8
7,9434,2024-08-15,Maintenance Request,8
8,9434,2024-09-05,Maintenance Request,4
9,9434,2024-09-20,Maintenance Request,4
10,9434,2024-10-10,Maintenance Request,8
11,2365,2024-08-01,Maintenance Request,0
12,2365,2024-08-15,Maintenance Request,3
13,2365,2024-09-05,Maintenance Request,10
14,2365,2024-09-20,Maintenance Request,14
15,2365,2024-10-10,Maintenance Request,0
16,6638,2024-08-01,Maintenance Request,0
17,6638,2024-08-15,Maintenance Request,12
18,6638,2024-09-05,Maintenance Request,6
19,6638,2024-09-20,Maintenance Request,1
20,6638,2024-10-10,Maintenance Request,12
21,3038,2024-08-01,Maintenance Request,0
22,3038,2024-08-15,Maintenance Request,4
23,3038,2024-09-05,Maintenance Request,4
24,3038,2024-09-20,Maintenance Request,14
25,3038,2024-10-10,Maintenance Request,9
26,8601,2024-08-01,Maintenance Request,11
27,8601,2024-08-15,Maintenance Request,10
28,8601,2024-09-05,Maintenance Request,4
29,8601,2024-09-20,Maintenance Request,0
30,8601,2024-10-10,Maintenance Request,0
31,7131,2024-08-01,Maintenance Request,2
32,7131,2024-08-15,Maintenance Request,6
33,7131,2024-09-05,Maintenance Request,1
34,7131,2024-09-20,Maintenance Request,12
35,7131,2024-10-10,Maintenance Request,12
36,5690,2024-08-01,Maintenance Request,9
37,5690,2024-08-15,Maintenance Request,8
38,5690,2024-09-05,Maintenance Request,14
39,5690,2024-09-20,Maintenance Request,14
40,5690,2024-10-10,Maintenance Request,2
41,7397,2024-08-01,Maintenance Request,0
42,7397,2024-08-15,Maintenance Request,13
43,7397,2024-09-05,Maintenance Request,10
44,7397,2024-09-20,Maintenance Request,11
45,7397,2024-10-10,Maintenance Request,12
46,1748,2024-08-01,Maintenance Request,11
47,1748,2024-08-15,Maintenance Request,1
48,1748,2024-09-05,Maintenance Request,5
49,1748,2024-09-20,Maintenance Request,2
50,1748,2024-10-10,Maintenance Request,8
51,7577,2024-08-01,Maintenance Request,5
52,7577,2024-08-15,Maintenance Request,2
53,7577,2024-09-05,Maintenance Request,15
54,7577,2024-09-20,Maintenance Request,12
55,7577,2024-10-10,Maintenance Request,5
56,9434,2024-08-01,Maintenance Request,12
57,9434,2024-08-15,Maintenance Request,12
58,9434,2024-09-05,Maintenance Request,0
59,9434,2024-09-20,Maintenance Request,3
60,9434,2024-10-10,Maintenance Request,2
61,2365,2024-08-01,Maintenance Request,0
62,2365,2024-08-15,Maintenance Request,8
63,2365,2024-09-05,Maintenance Request,6
64,2365,2024-09-20,Maintenance Request,11
65,2365,2024-10-10,Maintenance Request,6
66,6638,2024-08-01,Maintenance Request,12
67,6638,2024-08-15,Maintenance Request,15
68,6638,2024-09-05,Maintenance Request,8
69,6638,2024-09-20,Maintenance Request,14
70,6638,2024-10-10,Maintenance Request,3
71,3038,2024-08-01,Maintenance Request,9
72,3038,2024-08-15,Maintenance Request,0
73,3038,2024-09-05,Maintenance Request,3
74,3038,2024-09-20,Maintenance Request,1
75,3038,2024-10-10,Maintenance Request,8
76,8601,2024-08-01,Maintenance Request,5
77,8601,2024-08-15,Maintenance Request,6
78,8601,2024-09-05,Maintenance Request,2
79,8601,2024-09-20,Maintenance Request,4
80,8601,2024-10-10,Maintenance Request,4
81,7131,2024-08-01,Maintenance Request,3
82,7131,2024-08-15,Maintenance Request,12
83,7131,2024-09-05,Maintenance Request,4
84,7131,2024-09-20,Maintenance Request,14
85,7131,2024-10-10,Maintenance Request,5
86,5690,2024-08-01,Maintenance Request,7
87,5690,2024-08-15,Maintenance Request,4
88,5690,2024-09-05,Maintenance Request,8
89,5690,2024-09-20,Maintenance Request,14
90,5690,2024-10-10,Maintenance Request,13
91,7397,2024-08-01,Maintenance Request,1
92,7397,2024-08-15,Maintenance Request,10
93,7397,2024-09-05,Maintenance Request,6
94,7397,2024-09-20,Maintenance Request,10
95,7397,2024-10-10,Maintenance Request,14
96,1748,2024-08-01,Maintenance Request,11
97,1748,2024-08-15,Maintenance Request,9
98,1748,2024-09-05,Maintenance Request,9
99,1748,2024-09-20,Maintenance Request,12
100,1748,2024-10-10,Maintenance Request,11
101,7577,2024-08-01,Maintenance Request,0
102,7577,2024-08-15,Maintenance Request,1
103,7577,2024-09-05,Maintenance Request,5
104,7577,2024-09-20,Maintenance Request,6
105,7577,2024-10-10,Maintenance Request,14
106,9434,2024-08-01,Maintenance Request,14
107,9434,2024-08-15,Maintenance Request,8
108,9434,2024-09-05,Maintenance Request,3
109,9434,2024-09-20,Maintenance Request,13
110,9434,2024-10-10,Maintenance Request,10
111,2365,2024-08-01,Maintenance Request,13
112,2365,2024-08-15,Maintenance Request,10
113,2365,2024-09-05,Maintenance Request,5
114,2365,2024-09-20,Maintenance Request,5
115,2365,2024-10-10,Maintenance Request,12
116,6638,2024-08-01,Maintenance Request,14
117,6638,2024-08-15,Maintenance Request,6
118,6638,2024-09-05,Maintenance Request,4
119,6638,2024-09-20,Maintenance Request,3
120,6638,2024-10-10,Maintenance Request,12
121,3038,2024-08-01,Maintenance Request,8
122,3038,2024-08-15,Maintenance Request,5
123,3038,2024-09-05,Maintenance Request,9
124,3038,2024-09-20,Maintenance Request,6
125,3038,2024-10-10,Maintenance Request,2
126,8601,2024-08-01,Maintenance Request,2
127,8601,2024-08-15,Maintenance Request,15
128,8601,2024-09-05,Maintenance Request,15
129,8601,2024-09-20,Maintenance Request,0
130,8601,2024-10-10,Maintenance Request,9
131,7131,2024-08-01,Maintenance Request,0
132,7131,2024-08-15,Maintenance Request,10
133,7131,2024-09-05,Maintenance Request,7
134,7131,2024-09-20,Maintenance Request,1
135,7131,2024-10-10,Maintenance Request,7
136,5690,2024-08-01,Maintenance Request,14
137,5690,2024-08-15,Maintenance Request,2
138,5690,2024-09-05,Maintenance Request,11
139,5690,2024-09-20,Maintenance Request,13
140,5690,2024-10-10,Maintenance Request,5
141,7397,2024-08-01,Maintenance Request,8
142,7397,2024-08-15,Maintenance Request,14
143,7397,2024-09-05,Maintenance Request,15
144,7397,2024-09-20,Maintenance Request,1
145,7397,2024-10-10,Maintenance Request,5
146,1748,2024-08-01,Maintenance Request,5
147,1748,2024-08-15,Maintenance Request,5
148,1748,2024-09-05,Maintenance Request,9
149,1748,2024-09-20,Maintenance Request,13
150,1748,2024-10-10,Maintenance Request,6
151,7577,2024-08-01,Maintenance Request,8
152,7577,2024-08-15,Maintenance Request,10
153,7577,2024-09-05,Maintenance Request,9
154,7577,2024-09-20,Maintenance Request,12
155,7577,2024-10-10,Maintenance Request,8
156,9434,2024-08-01,Maintenance Request,12
157,9434,2024-08-15,Maintenance Request,15
158,9434,2024-09-05,Maintenance Request,11
159,9434,2024-09-20,Maintenance Request,0
160,9434,2024-10-10,Maintenance Request,5
161,2365,2024-08-01,Maintenance Request,0
162,2365,2024-08-15,Maintenance Request,4
163,2365,2024-09-05,Maintenance Request,14
164,2365,2024-09-20,Maintenance Request,12
165,2365,2024-10-10,Maintenance Request,1
166,6638,2024-08-01,Maintenance Request,4
167,6638,2024-08-15,Maintenance Request,8
168,6638,2024-09-05,Maintenance Request,12
169,6638,2024-09-20,Maintenance Request,12
170,6638,2024-10-10,Maintenance Request,14
171,3038,2024-08-01,Maintenance Request,9
172,3038,2024-08-15,Maintenance Request,9
173,3038,2024-09-05,Maintenance Request,8
174,3038,2024-09-20,Maintenance Request,6
175,3038,2024-10-10,Maintenance Request,12
176,8601,2024-08-01,Maintenance Request,8
177,8601,2024-08-15,Maintenance Request,4
178,8601,2024-09-05,Maintenance Request,0
179,8601,2024-09-20,Maintenance Request,1
180,8601,2024-10-10,Maintenance Request,11
181,7131,2024-08-01,Maintenance Request,15
182,7131,2024-08-15,Maintenance Request,13
183,7131,2024-09-05,Maintenance Request,6
184,7131,2024-09-20,Maintenance Request,1
185,7131,2024-10-10,Maintenance Request,6
186,5690,2024-08-01,Maintenance Request,8
187,5690,2024-08-15,Maintenance Request,5
188,5690,2024-09-05,Maintenance Request,10
189,5690,2024-09-20,Maintenance Request,11
190,5690,2024-10-10,Maintenance Request,0
191,7397,2024-08-01,Maintenance Request,1
192,7397,2024-08-15,Maintenance Request,8
193,7397,2024-09-05,Maintenance Request,2
194,7397,2024-09-20,Maintenance Request,4
195,7397,2024-10-10,Maintenance Request,5
196,1748,2024-08-01,Maintenance Request,7
197,1748,2024-08-15,Maintenance Request,7
198,1748,2024-09-05,Maintenance Request,1
199,1748,2024-09-20,Maintenance Request,15
200,1748,2024-10-10,Maintenance Request,13
201,7577,2024-08-01,Maintenance Request,3
202,7577,2024-08-15,Maintenance Request,10
203,7577,2024-09-05,Maintenance Request,13
204,7577,2024-09-20,Maintenance Request,13
205,7577,2024-10-10,Maintenance Request,2
206,9434,2024-08-01,Maintenance Request,4
207,9434,2024-08-15,Maintenance Request,3
208,9434,2024-09-05,Maintenance Request,2
209,9434,2024-09-20,Maintenance Request,3
210,9434,2024-10-10,Maintenance Request,0
211,2365,2024-08-01,Maintenance Request,12
212,2365,2024-08-15,Maintenance Request,9
213,2365,2024-09-05,Maintenance Request,8
214,2365,2024-09-20,Maintenance Request,9
215,2365,2024-10-10,Maintenance Request,2
216,6638,2024-08-01,Maintenance Request,4
217,6638,2024-08-15,Maintenance Request,7
218,6638,2024-09-05,Maintenance Request,13
219,6638,2024-09-20,Maintenance Request,0
220,6638,2024-10-10,Maintenance Request,11
221,3038,2024-08-01,Maintenance Request,9
222,3038,2024-08-15,Maintenance Request,11
223,3038,2024-09-05,Maintenance Request,13
224,3038,2024-09-20,Maintenance Request,7
225,3038,2024-10-10,Maintenance Request,4
226,8601,2024-08-01,Maintenance Request,14
227,8601,2024-08-15,Maintenance Request,13
228,8601,2024-09-05,Maintenance Request,6
229,8601,2024-09-20,Maintenance Request,11
230,8601,2024-10-10,Maintenance Request,5
231,7131,2024-08-01,Maintenance Request,1
232,7131,2024-08-15,Maintenance Request,14
233,7131,2024-09-05,Maintenance Request,1
234,7131,2024-09-20,Maintenance Request,0
235,7131,2024-10-10,Maintenance Request,6
236,5690,2024-08-01,Maintenance Request,9
237,5690,2024-08-15,Maintenance Request,4
238,5690,2024-09-05,Maintenance Request,4
239,5690,2024-09-20,Maintenance Request,9
240,5690,2024-10-10,Maintenance Request,6
241,7397,2024-08-01,Maintenance Request,0
242,7397,2024-08-15,Maintenance Request,5
243,7397,2024-09-05,Maintenance Request,14
244,7397,2024-09-20,Maintenance Request,9
245,7397,2024-10-10,Maintenance Request,6
246,1748,2024-08-01,Maintenance Request,4
247,1748,2024-08-15,Maintenance Request,14
248,1748,2024-09-05,Maintenance Request,7
249,1748,2024-09-20,Maintenance Request,10
250,1748,2024-10-10,Maintenance Request,13
251,7577,2024-08-01,Maintenance Request,15
252,7577,2024-08-15,Maintenance Request,13
253,7577,2024-09-05,Maintenance Request,5
254,7577,2024-09-20,Maintenance Request,10
255,7577,2024-10-10,Maintenance Request,10
256,9434,2024-08-01,Maintenance Request,4
257,9434,2024-08-15,Maintenance Request,6
258,9434,2024-09-05,Maintenance Request,12
259,9434,2024-09-20,Maintenance Request,12
260,9434,2024-10-10,Maintenance Request,3
261,2365,2024-08-01,Maintenance Request,10
262,2365,2024-08-15,Maintenance Request,14
263,2365,2024-09-05,Maintenance Request,6
264,2365,2024-09-20,Maintenance Request,3
265,2365,2024-10-10,Maintenance Request,9
266,6638,2024-08-01,Maintenance Request,6
267,6638,2024-08-15,Maintenance Request,2
268,6638,2024-09-05,Maintenance Request,14
269,6638,2024-09-20,Maintenance Request,13
270,6638,2024-10-10,Maintenance Request,7
271,3038,2024-08-01,Maintenance Request,2
272,3038,2024-08-15,Maintenance Request,2
273,3038,2024-09-05,Maintenance Request,12
274,3038,2024-09-20,Maintenance Request,7
275,3038,2024-10-10,Maintenance Request,9
276,8601,2024-08-01,Maintenance Request,3
277,8601,2024-08-15,Maintenance Request,4
278,8601,2024-09-05,Maintenance Request,6
279,8601,2024-09-20,Maintenance Request,9
280,8601,2024-10-10,Maintenance Request,15
281,7131,2024-08-01,Maintenance Request,3
282,7131,2024-08-15,Maintenance Request,9
283,7131,2024-09-05,Maintenance Request,2
284,7131,2024-09-20,Maintenance Request,14
285,7131,2024-10-10,Maintenance Request,12
286,5690,2024-08-01,Maintenance Request,1
287,5690,2024-08-15,Maintenance Request,12
288,5690,2024-09-05,Maintenance Request,1
289,5690,2024-09-20,Maintenance Request,7
290,5690,2024-10-10,Maintenance Request,8
291,7397,2024-08-01,Maintenance Request,15
292,7397,2024-08-15,Maintenance Request,4
293,7397,2024-09-05,Maintenance Request,1
294,7397,2024-09-20,Maintenance Request,9
295,7397,2024-10-10,Maintenance Request,14
296,1748,2024-08-01,Maintenance Request,7
297,1748,2024-08-15,Maintenance Request,8
298,1748,2024-09-05,Maintenance Request,13
299,1748,2024-09-20,Maintenance Request,7
300,1748,2024-10-10,Maintenance Request,10
301,7577,2024-08-01,Maintenance Request,0
302,7577,2024-08-15,Maintenance Request,10
303,7577,2024-09-05,Maintenance Request,12
304,7577,2024-09-20,Maintenance Request,9
305,7577,2024-10-10,Maintenance Request,5
306,9434,2024-08-01,Maintenance Request,2
307,9434,2024-08-15,Maintenance Request,2
308,9434,2024-09-05,Maintenance Request,6
309,9434,2024-09-20,Maintenance Request,11
310,9434,2024-10-10,Maintenance Request,5
311,2365,2024-08-01,Maintenance Request,9
